deployment_id,train_rows,test_rows,LR_NSE,LR_KGE,ANN_NSE,ANN_KGE,LSTM_NSE,LSTM_KGE
nicely-emerging-escargot,2999,976,-0.006179571,,-29.626606,-18.62063055393688,-0.6729239,-8.995023839035463
